General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,65,Likely African-American,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,6,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Independent,M,63,European,Unknown,Unknown,"50,000 - 100,000",Some_College,2+,2+,Unknown,Unknown,Unknown,s13,0,3,Non-Partisan,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,51,Likely African-American,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,42,European,Unknown,Non-Traditional,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,2,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,54,Likely African-American,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,M,73,Other,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,1,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,2,Mixed Gender Household,Democratic,F,32,European,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,7,Democratic,N,Y
N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,1,Male Only Household,Republican,M,61,European,Catholic,Unknown,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,9,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,29,European,Unknown,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,6,Democratic,Y,Y
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,3,Mixed Gender Household,Republican,M,73,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,2,Republican,N,Y
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,77,European,Unknown,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,3,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,34,European,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,1,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,74,Hispanic and Portuguese,Unknown,Married,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,7,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Republican,M,62,European,Catholic,Married,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,5,Republican,N,Y
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,73,Hispanic and Portuguese,Unknown,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Independent,F,31,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,4,Non-Partisan,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,72,European,Catholic,Non-Traditional,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,12,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,46,European,Protestant,Non-Traditional,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,74,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,1,1,Unknown,Yes,Yes,s17,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,50,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,80,European,Catholic,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,7,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Female Only Household,Democratic,F,43,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",Unknown,1,0,Unknown,Yes,Yes,s17,0,1,Democratic,Y,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Republican,F,65,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,6,Republican,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Republican,F,53,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,50,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,7,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,64,European,Protestant,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,7,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Republican,M,28,,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,3,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,43,East and South Asian,Unknown,Non-Traditional,"100,00 - 150,000",Graduate,1,1,Unknown,Unknown,Unknown,s17,0,5,Democratic,N,Y
Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,1,Male Only Household,Republican,M,58,,Unknown,Unknown,">200,000",Bachelors,1,1,Unknown,Yes,Yes,s17,0,8,Republican,N,N
Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,1,Female Only Household,Democratic,F,86,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",HighSchool,0,0,Unknown,Unknown,Yes,s17,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Republican,M,46,European,Unknown,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Republican,M,68,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,11,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,67,,Unknown,Non-Traditional,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,N,Y
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,2,Mixed Gender Household,Republican,F,84,,Unknown,Unknown,">200,000",Bachelors,0,1,Unknown,Unknown,Unknown,s17,0,8,Republican,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,2,Female Only Household,Republican,F,60,European,Protestant,Unknown,">200,000",Graduate,0,2+,Unknown,Yes,Yes,s17,0,11,Republican,Y,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Republican,F,51,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,9,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Republican,M,72,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,69,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,M,60,East and South Asian,Other,Married,">200,000",Bachelors,1,1,Unknown,Yes,Yes,s17,0,3,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,1,Male Only Household,Republican,M,58,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,8,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,56,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,8,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Republican,M,65,European,Unknown,Unknown,"150,000 - 200,000",Graduate,0,2+,Unknown,Yes,Unknown,s17,0,1,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,65,European,Catholic,Married,">200,000",Bachelors,1,1,Unknown,Yes,Yes,s17,0,8,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,82,European,Protestant,Married,"100,00 - 150,000",Graduate,0,2+,Unknown,Yes,Yes,s17,0,10,Republican,Y,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,61,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,5,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Democratic,F,66,European,Protestant,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s17,0,10,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Republican,M,59,European,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,12,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,49,European,Catholic,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,8,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Republican,F,32,European,Protestant,Married,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,3,Mixed Gender Household,Republican,F,65,European,Protestant,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,1,Male Only Household,Republican,M,65,European,Protestant,Unknown,">200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Republican,M,59,European,Protestant,Married,">200,000",Unknown,0,1,Unknown,Yes,Yes,s17,0,10,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,64,European,Protestant,Non-Traditional,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,7,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,75,,Jewish,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Republican,F,63,European,Jewish,Married,">200,000",Graduate,1,1,Unknown,Yes,Yes,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,85,European,Unknown,Married,"<50,000",Graduate,1,2+,Unknown,Unknown,Unknown,s17,0,12,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,40,European,Unknown,Non-Traditional,">200,000",Some_College,0,0,Unknown,Unknown,Unknown,s7,0,1,Democratic,N,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic & Republican,F,66,European,Unknown,Married,"150,000 - 200,000",Bachelors,0,0,Unknown,Yes,Unknown,s7,0,9,Republican,N,N
Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,F,35,European,Unknown,Married,"150,000 - 200,000",Some_College,0,0,Unknown,Unknown,Unknown,s7,0,6,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,54,European,Catholic,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s7,0,11,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic & Republican,F,54,Hispanic and Portuguese,Catholic,Married,">200,000",HighSchool,1,0,Unknown,Yes,Unknown,s7,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,83,European,Protestant,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s7,0,11,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,M,67,European,Protestant,Non-Traditional,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Unknown,s15,0,7,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,63,European,Jewish,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,5,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Republican,F,88,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Republican,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,1,Female Only Household,Independent,F,72,,Jewish,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,6,Non-Partisan,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,Male Only Household,Democratic & Independent,M,43,Hispanic and Portuguese,Unknown,Unknown,"100,00 - 150,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,1,Non-Partisan,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,1,Female Only Household,Republican,F,86,,Jewish,Unknown,"50,000 - 100,000",HighSchool,1,1,Unknown,Yes,Unknown,s15,0,8,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,35,Other,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,1,Non-Partisan,Y,Y
Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,M,32,,Jewish,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,Y
Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,F,40,European,Catholic,Married,"150,000 - 200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,3,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,M,77,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,12,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,F,47,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Independent,F,61,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Non-Partisan,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic & Republican,M,57,European,Protestant,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,77,,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Yes,Unknown,s15,0,12,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,F,74,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,12,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,71,Hispanic and Portuguese,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,Y
Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,71,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Yes,s15,0,8,Republican,N,Y
Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,F,71,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Yes,s15,0,8,Republican,Y,Y
Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,79,,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,3,Non-Partisan,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,64,European,Protestant,Unknown,"150,000 - 200,000",Bachelors,0,0,Unknown,Yes,Unknown,s15,0,12,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,77,European,Protestant,Married,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,12,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,82,European,Unknown,Married,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,12,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,32,Hispanic and Portuguese,Unknown,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,76,,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Yes,Unknown,s15,0,13,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Republican,F,63,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,1,1,Unknown,Yes,Unknown,s15,0,12,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,2,Mixed Gender Household,Republican,M,56,European,Protestant,Non-Traditional,"50,000 - 100,000",Unknown,0,1,Unknown,Yes,Unknown,s15,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Republican,F,58,European,Catholic,Unknown,"<50,000",Some_College,0,1,Unknown,Yes,Yes,s15,0,5,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,35,European,Unknown,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,3,Democratic,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Republican,F,59,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Unknown,s15,0,4,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,37,European,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,N
Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic & Republican,M,39,Other,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,Y,Y
N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,72,European,Protestant,Unknown,"50,000 - 100,000",Unknown,0,1,Unknown,Yes,Yes,s15,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,4+,Mixed Gender Household,Republican,M,87,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s15,1,12,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,73,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s15,0,12,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,2,Male Only Household,Democratic,M,50,European,Protestant,Unknown,"100,00 - 150,000",Some_College,1,2+,Unknown,Unknown,Unknown,s15,0,8,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,81,,Protestant,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,6,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,3,Mixed Gender Household,Republican,M,48,Hispanic and Portuguese,Catholic,Unknown,">200,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,70,Other,Unknown,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,6,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,46,Likely African-American,Unknown,Non-Traditional,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,2,Male Only Household,Democratic & Republican,M,68,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,4,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,41,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic,F,66,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,1,Unknown,Unknown,Unknown,s13,0,9,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,68,Likely African-American,Protestant,Unknown,"50,000 - 100,000",Bachelors,1,0,Unknown,Yes,Yes,s13,0,13,Democratic,N,N
N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,2,Mixed Gender Household,Democratic,F,89,Hispanic and Portuguese,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,1,Female Only Household,Democratic,F,81,Likely African-American,Protestant,Unknown,"<50,000",Bachelors,1,1,Unknown,Yes,Yes,s13,0,10,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Democratic,M,71,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Unknown,s4,1,12,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,4+,Mixed Gender Household,Republican,F,62,European,Unknown,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s4,0,10,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,M,66,European,Protestant,Non-Traditional,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s4,0,1,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic,M,66,European,Protestant,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Yes,s4,0,9,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,63,European,Catholic,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s4,0,4,Republican,N,N
